Local system number,call number,Title,Date,Description of physical object,notes,Summary,Subject headings: Topical,Caption for URL,URL,URL2
b3736134x,ACC 8661A/170,John Hutchinson's bird songs recorded on 11 and 12 June 1980.,1980,1 audiotape reel (approximately 20 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N84, consists of field recordings of bird calls made at Moggill Forest, Queensland  on  11 and 12 June 1980.  This tape reel is accompanied by a field note. ACC 8661A/170 ",Birds;Whipbirds;Horses;Honeyeaters;Fantails;Kookaburra;Birdsongs,John Hutchinson's bird songs recorded on 11 and 12 June 1980. Part 1,http://purl.slwa.wa.gov.au/slwa_b3736134_2,
b37361545,ACC 8661A/171,"John Hutchinson's bird songs recorded on 12, 13 and 17 June 1980.",1980,1 audiotape reel (approximately 30 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N85, consists of field recordings of bird calls made at Moggill Forest, Queensland  on 12, 13 and 17 June 1980.  This tape reel is accompanied by a field note. ACC 8661A/171 ",Birds;Whipbirds;Honeyeaters;Fantails;Thrushes;Bee eaters;Birdsongs,John Hutchinson's bird songs recorded on 12 13 and 17 June 1980. Part 1,http://purl.slwa.wa.gov.au/slwa_b3736154_2,
b37361569,ACC 8661A/172,"John Hutchinson's bird songs recorded on 17, 18, 19 and 21 June 1980.",1980,1 audiotape reel (approximately 18 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N86, consists of field recordings of bird calls made at Moggill Forest, Queensland  on 17, 18, 19 and 21 June 1980.  This tape reel is accompanied by a field note. ACC 8661A/172 ",Birds;Airplanes;Honeyeaters;Parrots;Bellbirds;Birdsongs,John Hutchinson's bird songs recorded on 17 18 19 and 21 June 1980. Part 1,http://purl.slwa.wa.gov.au/slwa_b3736156_2,
b37361570,ACC 8661A/173,John Hutchinson's bird songs recorded on 21 and 22 June 1980.,1980,1 audiotape reel (approximately 10 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N87, consists of field recordings of bird calls made at Moggill Forest, Queensland  on 21 and 22 June 1980.  This tape reel is accompanied by a field note. ACC 8661A/173 ",Birds;Whipbirds;Bellbirds;Birdsongs,John Hutchinson's bird songs recorded on 21 and 22 June 1980. Part 1,http://purl.slwa.wa.gov.au/slwa_b3736157_2,
b37361582,ACC 8661A/174,"John Hutchinson's bird songs recorded on 22, 24 and 24 June 1980.",1980,1 audiotape reel (approximately 18 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N88, consists of field recordings of bird calls made at Moggill Forest, Queensland  on  22, 23 and 24  June 1980.  This tape reel is accompanied by a field note. ACC 8661A/174 ",Birds;Bellbirds;Whipbirds;Treecreepers;Honeyeaters;Birdsongs,John Hutchinson's bird songs recorded on 22 24 and 24 June 1980. Part 1,http://purl.slwa.wa.gov.au/slwa_b3736158_2,
b37405421,ACC 8661A/175,John Hutchinson's bird songs recorded on 24 and 26 June 1980.,1980,1 audiotape reel (approximately 13 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N89, consists of field recordings of bird calls made at Moggill Forest, Queensland  on 24 and 26  June 1980.  This tape reel is accompanied by a field note. ACC 8661A/175 ",Birds;Bellbirds;Whipbirds;Treecreepers;Honeyeaters;Parrots;Birdsongs,John Hutchinson's bird songs recorded on 24 and 26 June 1980. Part 1,http://purl.slwa.wa.gov.au/slwa_b3740542_2,
b37405433,ACC 8661A/176,John Hutchinson's bird songs recorded on 26 and 27 June 1980 and 3 July 1980.,1980,1 audiotape reel (approximately 30 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N90, consists of field recordings of bird calls made at Moggill Forest, Queensland  on 26 and 27  June 1980 and 3 July 1980.  This tape reel is accompanied by a field note. ACC 8661A/176 ",Birds;Bellbirds;Whipbirds;Honeyeaters;Birdsongs,John Hutchinson's bird songs recorded on 26 and 27 June 1980 and 3 July 1980. Part 1,http://purl.slwa.wa.gov.au/slwa_b3740543_2,
b37425079,ACC 8661A/177,John Hutchinson's bird songs recorded on 3 and 13 July 1980.,1980,1 audiotape reel (approximately 22 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N91, consists of field recordings of bird calls made at Moggill Forest, Queensland  on 3 July 1980 and at Conondale Range, Queensland on 13 July 1980.  This tape reel is accompanied by a field note. ACC 8661A/177 ",Birds;Treecreepers;Whipbirds;Honeyeaters;Robins;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 3 and 13 July 1980. Part 1,http://purl.slwa.wa.gov.au/slwa_b3742507_2,
b37425110,ACC 8661A/178,"John Hutchinson's bird songs recorded on 13, 14 and 16 July 1980.",1980,1 audiotape reel (approximately 17 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N92, consists of field recordings of bird calls made at Conondale Range, Queensland on 13, 14 and 16  July 1980.  This tape reel is accompanied by a field note. ACC 8661A/178 ",Birds;Crows;Catbird;Honeyeaters;Cockatoos;Birdsongs,John Hutchinson's bird songs recorded on 13 14 and 16 July 1980. Part 1,http://purl.slwa.wa.gov.au/slwa_b3742511_2,
b3742516x,ACC 8661A/179,John Hutchinson's bird songs recorded on 16 and 17 July 1980.,1980,1 audiotape reel (approximately 9 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N93, consists of field recordings of bird calls made at Conondale Range, Queensland on 16 and 17 July 1980.  This tape reel is accompanied by a field note. ACC 8661A/179 ",Birds;Crows;Treecreepers;Honeyeaters;Thrushes;Logrunners;Birdsongs,John Hutchinson's bird songs recorded on 16 and 17 July 1980. Part 1,http://purl.slwa.wa.gov.au/slwa_b3742516_2,
b37428901,ACC 8661A/180,John Hutchinson's bird songs recorded on 17 July 1980.,1980,1 audiotape reel (approximately 20 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N94, consists of field recordings of bird calls made at Conondale Range, Queensland on 17 July 1980.  This tape reel is accompanied by a field note. ACC 8661A/180 ",Birds;Crows;Cockatoos;Treecreepers;Honeyeaters;Thrushes;Whipbirds;Catbird;Birdsongs,John Hutchinson's bird songs recorded on 17 July 1980. Part 1,http://purl.slwa.wa.gov.au/slwa_b3742890_2,
b37435693,ACC 8661A/181,John Hutchinson's bird songs recorded on 17 July 1980.,1980,1 audiotape reel (approximately 10 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N95, consists of field recordings of bird calls made at Conondale Range, Queensland on 17 July 1980.  This tape reel is accompanied by a field note. ACC 8661A/181 ",Birds;Treecreepers;Honeyeaters;Warblers;Whipbirds;Scrubwrens Catbird;Birdsongs,John Hutchinson's bird songs recorded on 17 July 1980. Part 1,http://purl.slwa.wa.gov.au/slwa_b3743569_2,
b37453786,ACC 8661A/182,John Hutchinson's bird songs recorded on 18 July 1980.,1980,1 audiotape reel (approximately 14 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N96, consists of field recordings of bird calls made at Conondale Range, Queensland on 18 July 1980.  This tape reel is accompanied by a field note. ACC 8661A/182 ",Birds;Honeyeaters;Thornbills;Thrushes;Birdsongs,John Hutchinson's bird songs recorded on 18 July 1980. Part 1,http://purl.slwa.wa.gov.au/slwa_b3745378_2,
b37453877,ACC 8661A/183,"John Hutchinson's bird songs recorded on 18, 23 and 24 July 1980.",1980,1 audiotape reel (approximately 28 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N97, consists of field recordings of bird calls made at Conondale Range, Queensland on 18, 23 and 24  July 1980.  This tape reel is accompanied by a field note. ACC 8661A/183 ",Birds;Treecreepers;Honeyeaters;Warblers;Whipbirds;Crows;Birdsongs,John Hutchinson's bird songs recorded on 18 23 and 24 July 1980. Part 1,http://purl.slwa.wa.gov.au/slwa_b3745387_2,
b37453944,ACC 8661A/184,John Hutchinson's bird songs recorded on 24 July 1980 and 4 and 5 August 1980.,1980,1 audiotape reel (approximately 14 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N98, consists of field recordings of bird calls made at Conondale Range, Queensland on 24  July 1980 and 4 and 5 August 1980.  This tape reel is accompanied by a field note. ACC 8661A/184 ",Birds;Treecreepers;Honeyeaters;Warblers;Fantails;Robins;Catbird;Thrushes;Birdsongs,John Hutchinson's bird songs recorded on 24 July 1980 and 4 and 5 August 1980. Part 1,http://purl.slwa.wa.gov.au/slwa_b3745394_2,
b37454535,ACC 8661A/185,"John Hutchinson's bird songs recorded on 6, 7, 8 and 9 August 1980.",1980,1 audiotape reel (approximately 12 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N99, consists of field recordings of bird calls made at Conondale Range, Queensland on 6, 7, 8 and 9 August 1980.  This tape reel is accompanied by a field note. ACC 8661A/185 ",Birds;Flycatchers;Catbird;Whipbirds;Fantails;Cuckoos;Thrushes;Birdsongs,John Hutchinson's bird songs recorded on 6 7 8 and 9 August 1980. Part 1,http://purl.slwa.wa.gov.au/slwa_b3745453_2,
b37454559,ACC 8661A/186,"John Hutchinson's bird songs recorded on 10, 11 and 12 August 1980.",1980,1 audiotape reel (approximately 12 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N100, consists of field recordings of bird calls made at Conondale Range, Queensland on 10, 11 and 12 August 1980.  This tape reel is accompanied by a field note. ACC 8661A/186 ",Birds;Cockatoos;Whipbirds;Warblers;Crows;Thrushes;Honeyeaters;Birdsongs,John Hutchinson's bird songs recorded on 10 11 and 12 August 1980. Part 1,http://purl.slwa.wa.gov.au/slwa_b3745455_2,
b3745464x,ACC 8661A/187,John Hutchinson's bird songs recorded on 12 and 13 August 1980.,1980,1 audiotape reel (approximately 10 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N101, consists of field recordings of bird calls made at Conondale Range, Queensland on 12 and 13 August 1980.  This tape reel is accompanied by a field note. ACC 8661A/187 ",Birds;Cockatoos;Robins;Warblers;Crows;Fantails;Honeyeaters;Birdsongs,John Hutchinson's bird songs recorded on 12 and 13 August 1980. Part 1,http://purl.slwa.wa.gov.au/slwa_b3745464_2,
b37454651,ACC 8661A/188,John Hutchinson's bird songs recorded on 13 August 1980.,1980,1 audiotape reel (approximately 5 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N102, consists of field recordings of bird calls made at Conondale Range, Queensland on 13 August 1980.  This tape reel is accompanied by a field note. ACC 8661A/188 ",Birds;Flycatchers;Robins;Warblers;Currawongs;Fantails;Birdsongs,John Hutchinson's bird songs recorded on 13 August 1980. Part 1,http://purl.slwa.wa.gov.au/slwa_b3745465_2,
b37455278,ACC 8661A/189,John Hutchinson's bird songs recorded on 14 August 1980 and 16 and 18 August 1981.,1980-1981.,1 audiotape reel (approximately 13 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. Includes recording of noise levels and channel.  ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N103, consists of field recordings of bird calls made at Conondale Range, Queensland on 14 August 1980 and at Cooloola National Park, Queensland on 16 and 18 August 1981.  This tape reel is accompanied by a field note. ACC 8661A/189. There is a discrepancy with the dates between the tape and the datasheet. The data sheet shows 1980 but the tape shows 1981. ",Birds;Parrots;Warblers;Honeyeaters;Drongos;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 14 August 1980 and 16 and 18 August 1981. Part 1,http://purl.slwa.wa.gov.au/slwa_b3745527_2,
b3745528x,ACC 8661A/190,John Hutchinson's bird songs recorded on 18 and 19 August 1981.,1981,1 audiotape reel (approximately 14 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N104, consists of field recordings of bird calls made at Cooloola National Park, Queensland on 18 and 19 August 1981.  This tape reel is accompanied by a field note. ACC 8661A/190. There is a discrepancy with the dates between the tape and the datasheet. The data sheet shows 1980 but the tape shows 1981. ",Birds;Lories;Friarbirds;Crows;Honeyeaters;Drongos;Birdsongs,John Hutchinson's bird songs recorded on 18 and 19 August 1981. Part 1,http://purl.slwa.wa.gov.au/slwa_b3745528_2,
b37461412,ACC 8661A/191,John Hutchinson's bird songs recorded on 20 August 1981.,1981,1 audiotape reel (approximately 10 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N105, consists of field recordings of bird calls made at Cooloola National Park, Queensland on 20 August 1981.  This tape reel is accompanied by a field note. ACC 8661A/191. ",Birds;Doves;Crows;Honeyeaters;Parrots;Cuckoos;Birdsongs,John Hutchinson's bird songs recorded on 20 August 1981. Part 1,http://purl.slwa.wa.gov.au/slwa_b3746141_2,
b37461436,ACC 8661A/192,John Hutchinson's bird songs recorded on 20 and 21 August 1981. ,1981,1 audiotape reel (approximately 10 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N106, consists of field recordings of bird calls made at Cooloola National Park, Queensland on 20 and 21 August 1981.  This tape reel is accompanied by a field note. ACC 8661A/192. There is a discrepancy with the dates between the tape and the datasheet. The data sheet shows 198? but the tape shows 1981. ",Birds;Friarbirds;Crows;Honeyeaters;Robins;Cockatoos;Whistlers (Birds);Birdsongs,John Hutchinson's bird songs recorded on 20 and 21 August 1981. Part 1,http://purl.slwa.wa.gov.au/slwa_b3746143_2,
b3746145x,ACC 8661A/193,John Hutchinson's bird songs recorded on 23 and 24 August 1981. ,1981,1 audiotape reel (approximately 15 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N107, consists of field recordings of bird calls made at Cooloola National Park, Queensland on 23 and 24 August 1981.  This tape reel is accompanied by a field note. ACC 8661A/193. There is a discrepancy with the dates between the tape and the datasheet. The data sheet shows 198? but the tape shows 1981. ",Birds;Friarbirds;Crows;Honeyeaters;Thrushes;Cockatoos;Whistlers (Birds);Birdsongs,John Hutchinson's bird songs recorded on 23 and 24 August 1981. Part 1,http://purl.slwa.wa.gov.au/slwa_b3746145_2,
